,,,,"//=====================================
// Text block 0 (sector 0x85EA)
//=====================================",,,,
,,,,"//==================
// Unindexed strings 
//==================",,,,
String,3,,,イベント,Events,,,
String,4,,,コースデータ,Course Data,,,
String,5,,,音楽,Music,,,
String,6,,,絵,Images,,,
String,7,,,バトル,Battle,,,
String,8,,,ユナＶＳかえで,Yuna VS Kaede,,,
String,9,,,ユナＶＳマリ,Yuna VS Mari,,,
String,10,,,ユナＶＳ佳華,Yuna VS Yoshika,,,
String,11,,,ユナＶＳロックの姫,Yuna VS Rock Princess,,,
String,12,,,ユナＶＳ舞１,Yuna VS Mai 1,,,
String,13,,,ユナＶＳ舞２,Yuna VS Mai 2,,,
String,14,,,ユナＶＳ詩織,Yuna VS Shiori,,,
String,15,,,次のページへ,Next Page,,,
String,16,,,ユナＶＳアレフ,Yuna VS Alephtina,"NOTE: actually says ""Yuna VS Aleph"" for lack of space, but we've got room in the translation!
also, selecting this gives you an ""under construction, unable to run"" message, but it's a lie and the game starts it anyway",,
String,17,,,ユナＶＳルミナ,Yuna VS Luminaev,,,
String,18,,,ユナＶＳ麗美,Yuna VS Remi,,,
String,19,,,ユナＶＳリューディア,Yuna VS Ryudia,,,
String,20,,,ユナＶＳエミリー,Yuna VS Emily,,,
String,21,,,ユナＶＳ門番,Yuna VS Gatekeeper,,,
String,22,,,ユナＶＳリア,Yuna VS Lia,,,
String,23,,,ユナＶＳ沙雪華,Yuna VS Sayuka,,,
String,24,,,ジーナＶＳ詩織,Gina VS Shiori,,,
String,25,,,ジーナＶＳアレフ,Gina VS Alephtina,,,
String,26,,,ジーナＶＳルミナ,Gina VS Luminaev,,,
String,27,,,ジーナＶＳリューデア,Gina VS Ryudia,,,
String,28,,,ジーナＶＳ麗美,Gina VS Remi,,,
String,29,,,ジーナＶＳ門番,Gina VS Gatekeeper,,,
String,30,,,ジーナＶＳ沙雪華,Gina VS Sayuka,,,
String,31,,,マリナＶＳルミナ,Marina VS Luminaev,,,
String,32,,,マリナＶＳリュディア,Marina VS Ryudia,,,
String,33,,,マリナＶＳ麗美,Marina VS Remi,,,
String,34,,,マリナＶＳ門番,Marina VS Gatekeeper,,,
String,35,,,マリナＶＳ沙雪華,Marina VS Sayuka,,,
String,36,,,エリナＶＳリュディア,Erina VS Ryudia,,,
String,37,,,エリナＶＳエミリー,Erina VS Emily,,,
String,38,,,エリナＶＳ門番,Erina VS Gatekeeper,,,
String,39,,,エリナＶＳ沙雪華,Erina VS Sayuka,,,
String,40,,,エルラインＶＳ闇,El-Line VS Darkness,,,
String,41,,,リアＶＳ沙雪華,Lia VS Sayuka,,,
String,42,,,リアＶＳ闇の女王,Lia VS Dark Queen,,,
String,43,,,前のページへ,Previous Page,,,
String,44,,,クルーザー出発,Cruiser departure,,,
String,45,,,惑星を選択した後,After planet chosen,"NOTE: this is the scene that plays after elner explains that they're going to the black hole on the way to flint. the name used here probably originates from the game's earlier design, where you could switch planets freely during this part of the game instead of it being linear.",,
String,46,,,幽霊の惑星,Ghost Planet,,,
String,47,,,暗黒門スクロール,Dark Gate scroll,,,
String,48,,,機械の惑星,Machine Planet,,,
String,49,,,水の惑星,Water Planet,,,
String,50,,,密林の惑星,Jungle Planet,,,
String,51,,,次のページ,Next Page,,,
String,52,,,雲の惑星,Cloud Planet,,,
String,53,,,ブラック・ホール,Black Hole ,"NOTE: i've placed an extraneous space after this string as a quick hack to fix the menu display – due to a heuristic shortcut i took in the modified text printing routine, having an option that's exactly 10 characters long in the left column of this menu will cause the printing to bug out if you switch from it directly to the right column. the quick fix: make the option not 10 characters long.",,
String,54,,,暗黒星雲,Dark Nebula,,,
String,55,,,小惑星帯,Asteroid Belt,,,
String,56,,,暗黒星雲－暗黒門,Dark Nebula―Dark Gate,,,
String,57,,,小惑星消失,Asteroid vanishes,,,
String,58,,,エルライン合体,El-Line fusion,,,
String,59,,,リア対沙雪華,Lia vs. Sayuka,,,
String,60,,,リューディアバトル後,After Ryudia battle,,,
String,61,,,エリナ解放,Erina liberation,,,
String,62,,,マリナ解放,Marina liberation,,,
String,63,,,ジーナ解放,Gina liberation,,,
String,64,,,ジーナと合体,Fuse with Gina,,,
String,65,,,マリナと合体,Fuse with Marina,,,
String,66,,,エリナと合体,Fuse with Erina,,,
String,67,,,幽霊の惑星（後半）,Ghost Planet (part 2),,,
String,68,,,プロローグ,Prologue,,,
String,69,,,コンテスト（普通）,Contest (normal),,,
String,70,,,コンテスト（かわ）,Contest (cute),,,
String,71,,,コンテスト（大人）,Contest (adult),,,
String,72,,,コンテスト（Ｈ）,Contest (sexy),,,
String,73,,,必殺技,Finishing Move,,,
String,74,,,エピローグ,Epilogue,,,
String,75,,,オープニング,Opening,,,
String,76,,,エンディング,Ending,,,
String,77,,,イベント３２,Event 32,,,
String,78,,,イベント３３,Event 33,,,
String,79,,,イベント３４,Event 34,,,
String,80,,,前のページ,Previous Page,,,
String,81,,,地球,Earth,,,
String,82,,,ブラックホール,Black Hole,,,
String,83,,,小惑星,Asteroid,,,
String,84,,,自宅前,In front of house,,,
String,85,,,テレビ局,TV Station,,,
String,86,,,コクピット,Cockpit,,,
String,87,,,空港,Airport,,Airport,
String,88,,,空港へ,To the airport,,To the Airport,
String,89,,,立入禁止区域へ,To no-entry zone,,,
String,90,,,海底神殿１,Undersea Temple 1,,,
String,91,,,海底神殿２,Undersea Temple 2,,,
String,92,,,水着コンテストへ,To swimsuit contest,,,
String,93,,,図書館へ,To library,,,
String,94,,,ジャングルへ,To the jungle,,,
String,95,,,蝶々マスクがある,Have butterfly mask,,,
String,96,,,蝶々マスクがない,Don't have butterfly mask,,,
String,97,,,バトル敗退,Lost a Battle,NOTE: sound test entries start here (though some earlier strings are also recycled),,
String,98,,,水着コンテスト優勝,Won Swimsuit Contest,,,
String,99,,,かえで,Kaede,,,
String,100,,,お花のマリ,Mari of Flowers,,,
String,101,,,お茶の佳華,Yoshika of Tea,,,
String,102,,,ロックの姫,Rock Princess,,,
String,103,,,六本木の舞,Mai of Roppongi,,,
String,104,,,教養のエリーゼ,Elize of Culture,NOTE: presumably an early name for Emily,,
String,105,,,おっとりの詩織,Gentle Shiori,,,
String,106,,,アレフチーナ,Alephtina,,,
String,107,,,ルミナーエフ,Luminaev,,,
String,108,,,チャイナの麗美,Remi of China,,,
String,109,,,ターニャ,Tanya,NOTE: uh? not a character in this game?,,
String,110,,,リューディア,Ryudia,,,
String,111,,,乗馬のシェラ,Shera the Horserider,NOTE: also not a character in this game??,,
String,112,,,お嬢様の沙雪華,Sayuka the Fraulein,NOTE: early name? her in-game title is 高貴な沙雪華 = sayuka the noble,,
String,113,,,闇の門番,Dark Gatekeeper,,,
String,114,,,合体,Fusion,,,
String,115,,,タイトル,Title,,,
String,116,,,マップ,Map,,,
String,117,,,機械惑星,Machine Planet,,,
String,118,,,機械惑星コア,Machine Planet Core,,,
String,119,,,海底神殿,Undersea Temple,,,
String,120,,,ＰＯＰなＢＧＭ（１）,Pop BGM (1),,,
String,121,,,ＰＯＰなＢＧＭ（２）,Pop BGM (2),,,
String,122,,,村上先生の演歌,Prof. Murakami's Enka,,,
String,123,,,ＰＯＰなＢＧＭ,Pop BGM,,,
String,124,,,アイキャッチ,Eyecatch,,,
String,125,,,最初のページ,First Page,,,
String,126,,,はい,Yes,,Yes,
String,127,,,いいえ,No,,No,
,,,,"//==================
// Indexed strings 
//==================",,,,
String,129,[color2],,未定,Under construction,,Under construction.,
String,130,,,"デバッグ・モードにようこそ。[br]
どこを実行しましょうか？","Welcome to the debug mode.[br]
What do you want to do?",,Welcome to the debug mode. What do you want to run?,
String,131,[color2],,データ作成中です。実行できません,This data is under development. Unable to run.,"NOTE: displayed if you choose the ""VS alephtina"" option, though the game proceeds to run it normally anyway",Data is still under construction.  Unable to run.,
String,132,[color2],,欠番です,This number is missing.,,This number is missing.,
String,133,,,,,,,
String,134,,,デバッグ・モードにしますか？,Would you like to switch to debug mode?,,Would you like to switch to debug mode?,
,,,,"//=====================================
// Text block 1 (sector 0x85F2)
//=====================================",,,,
,,,,"//==================
// Unindexed strings 
//==================",,,,
String,137,,,食堂,Dining Room,,The Dining Room,
String,138,,,見る,Look,,Look,
String,139,,,話す,Speak,,Speak,
String,140,,,移動,Move,,Move,
String,141,,,空港,Airport,DUPE: 87,Airport,
String,142,,,植木,Potted Plant,,Potted Plant,
String,143,,,スリッパ,Slippers,,Slippers,
String,144,,,ユナの部屋,Yuna's Room,,Yuna's Room,
String,145,,,玄関,Entry Hall,,Entry Hall,
String,146,,,はい,Yes,DUPE: 126,Yes,
String,147,,,いいえ,No,DUPE: 127,No,
,,,,"//==================
// Indexed strings 
//==================",,,,
